"age"	"hours"	"edu"	"race"	"mari.sta"	"workclass"	"gender"	"income"
"27765"	26	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"27766"	39	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27767"	57	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27768"	54	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27769"	57	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27770"	23	40	"Bachelors"	"White"	"Not_married"	"Federal-gov"	"Male"	"<=50K"
"27771"	27	45	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"27772"	42	55	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	">50K"
"27773"	31	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27774"	49	60	"Master"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"27775"	50	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27776"	46	30	"HighGrad"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"27777"	37	60	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27778"	26	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27779"	27	35	"Bachelors"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27780"	24	25	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27781"	24	40	"HighGrad"	"White"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"27782"	29	34	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27783"	47	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27784"	33	50	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27785"	26	45	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27786"	20	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27787"	25	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"27788"	57	37	"Bachelors"	"White"	"Separated"	"State-gov"	"Male"	"<=50K"
"27789"	36	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27790"	25	40	"Master"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27791"	46	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27792"	39	24	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27793"	29	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27794"	18	20	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27795"	46	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27796"	61	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27797"	41	40	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"27798"	50	40	"Community"	"Black"	"Separated"	"Private"	"Female"	"<=50K"
"27799"	53	50	"Bachelors"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"27800"	36	60	"Bachelors"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"27801"	38	40	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"27802"	75	35	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27803"	26	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"27804"	44	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27805"	25	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27806"	31	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27807"	49	35	"dropout"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"27808"	34	48	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27809"	31	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27810"	47	40	"Community"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"27811"	38	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27812"	18	20	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27813"	47	30	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27814"	42	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27815"	29	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27816"	38	75	"Community"	"White"	"Separated"	"Local-gov"	"Male"	"<=50K"
"27817"	22	20	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"27818"	32	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27819"	20	48	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27820"	41	50	"Master"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27821"	46	46	"HighGrad"	"Black"	"Married"	"Private"	"Male"	">50K"
"27822"	44	38	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"27823"	35	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27824"	60	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"27825"	36	25	"dropout"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
"27826"	30	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27827"	40	50	"PhD"	"White"	"Married"	"State-gov"	"Male"	">50K"
"27828"	21	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27829"	25	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27830"	56	40	"Master"	"White"	"Separated"	"State-gov"	"Male"	"<=50K"
"27831"	42	55	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27832"	26	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27833"	66	40	"HighGrad"	"White"	"Married"	"Self-emp-inc"	"Female"	">50K"
"27834"	48	32	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27835"	35	50	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27836"	41	45	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"27837"	19	20	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27838"	55	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27839"	42	60	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"27840"	45	50	"Community"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27841"	29	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27842"	42	40	"PhD"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"27843"	65	20	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27844"	30	40	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"27845"	43	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27846"	61	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27847"	22	50	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27848"	23	40	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27849"	34	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27850"	51	35	"HighGrad"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"27851"	21	15	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27852"	31	40	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"27853"	34	35	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27854"	33	40	"Community"	"Black"	"Married"	"Federal-gov"	"Female"	">50K"
"27855"	32	55	"Master"	"White"	"Separated"	"Private"	"Male"	">50K"
"27856"	44	40	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"27857"	21	20	"Community"	"Black"	"Not_married"	"State-gov"	"Male"	"<=50K"
"27858"	75	20	"HighGrad"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"27859"	55	60	"Master"	"Asian-Pac-Islander"	"Married"	"Federal-gov"	"Male"	">50K"
"27860"	43	16	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Female"	"<=50K"
"27861"	31	45	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27862"	41	45	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27863"	26	50	"Master"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"27864"	23	40	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"27865"	42	40	"HighGrad"	"Black"	"Separated"	"Federal-gov"	"Female"	"<=50K"
"27866"	29	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27867"	21	50	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27868"	28	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27869"	35	40	"Community"	"Black"	"Not_married"	"Federal-gov"	"Female"	"<=50K"
"27870"	65	20	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27871"	34	50	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27872"	58	50	"Bachelors"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27873"	50	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27874"	59	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27875"	46	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27876"	30	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27877"	28	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27878"	47	60	"Master"	"White"	"Separated"	"Private"	"Male"	">50K"
"27879"	30	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"27880"	34	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27881"	51	40	"Community"	"White"	"Separated"	"State-gov"	"Female"	"<=50K"
"27882"	41	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27883"	57	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27884"	28	60	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27885"	62	18	"HighGrad"	"White"	"Widow"	"Local-gov"	"Female"	"<=50K"
"27886"	22	20	"Community"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"27887"	38	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27888"	45	40	"HighGrad"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"27889"	37	55	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27890"	21	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27891"	49	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"27892"	24	40	"HighGrad"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"27893"	47	40	"Bachelors"	"White"	"Separated"	"Private"	"Male"	">50K"
"27894"	20	24	"Community"	"White"	"Not_married"	"Federal-gov"	"Female"	"<=50K"
"27895"	27	50	"Master"	"White"	"Married"	"Private"	"Female"	">50K"
"27896"	40	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27897"	31	40	"Bachelors"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"27898"	43	52	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"27899"	48	50	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27900"	64	45	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"27901"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27902"	50	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27903"	52	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27904"	44	45	"Master"	"White"	"Married"	"Private"	"Female"	"<=50K"
"27905"	54	65	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"27906"	17	35	"dropout"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27907"	33	40	"HighGrad"	"Black"	"Married"	"Federal-gov"	"Male"	"<=50K"
"27908"	28	40	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27909"	39	60	"Bachelors"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27910"	33	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27911"	59	32	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27912"	74	15	"dropout"	"Black"	"Widow"	"Private"	"Female"	"<=50K"
"27913"	54	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27914"	31	55	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27915"	31	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27916"	20	20	"Community"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Female"	"<=50K"
"27917"	54	40	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"27918"	42	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27919"	57	36	"Master"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27920"	49	40	"HighGrad"	"Asian-Pac-Islander"	"Widow"	"Private"	"Female"	"<=50K"
"27921"	40	40	"PhD"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"27922"	38	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27923"	39	42	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"27924"	43	50	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27925"	57	40	"Bachelors"	"White"	"Married"	"Private"	"Female"	"<=50K"
"27926"	25	38	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27927"	40	45	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27928"	34	48	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27929"	35	50	"HighGrad"	"White"	"Separated"	"Self-emp-not-inc"	"Male"	"<=50K"
"27930"	53	34	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27931"	21	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27932"	43	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27933"	43	60	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27934"	22	35	"Community"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"27935"	64	35	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27936"	40	40	"Master"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27937"	34	70	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27938"	46	40	"HighGrad"	"White"	"Married"	"Private"	"Female"	"<=50K"
"27939"	35	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27940"	32	60	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27941"	26	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27942"	25	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27943"	55	55	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27944"	22	40	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27945"	29	20	"Community"	"White"	"Separated"	"State-gov"	"Male"	"<=50K"
"27946"	55	35	"Community"	"White"	"Widow"	"Private"	"Female"	"<=50K"
"27947"	26	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27948"	34	60	"Bachelors"	"Other"	"Not_married"	"Self-emp-inc"	"Male"	"<=50K"
"27949"	25	40	"HighGrad"	"White"	"Not_married"	"State-gov"	"Female"	"<=50K"
"27950"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27951"	58	40	"dropout"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"27952"	34	40	"Community"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"27953"	29	45	"Community"	"Asian-Pac-Islander"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27954"	49	50	"PhD"	"White"	"Separated"	"State-gov"	"Male"	">50K"
"27955"	38	35	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27956"	21	35	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27957"	28	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27958"	42	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"27959"	29	60	"Community"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27960"	48	45	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27961"	40	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27962"	36	40	"Community"	"White"	"Married"	"Private"	"Male"	">50K"
"27963"	34	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"27964"	57	35	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27965"	24	40	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27966"	32	23	"dropout"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27967"	18	48	"HighGrad"	"White"	"Not_married"	"Self-emp-not-inc"	"Male"	"<=50K"
"27968"	39	56	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27969"	39	40	"dropout"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27970"	18	12	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27971"	20	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27972"	54	40	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27973"	40	75	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"27974"	27	30	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27975"	27	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27976"	43	50	"Bachelors"	"White"	"Not_married"	"Federal-gov"	"Male"	"<=50K"
"27977"	22	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27978"	17	12	"dropout"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27979"	37	50	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	">50K"
"27980"	33	40	"Community"	"Black"	"Not_married"	"Private"	"Male"	"<=50K"
"27981"	21	10	"Community"	"White"	"Not_married"	"State-gov"	"Male"	"<=50K"
"27982"	45	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"27983"	33	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27984"	25	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27985"	71	36	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27986"	23	45	"Bachelors"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"27987"	41	80	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"27988"	47	20	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"27989"	30	65	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27990"	40	40	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"27991"	44	48	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"27992"	50	40	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"27993"	31	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"27994"	68	24	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27995"	45	50	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"27996"	38	40	"Bachelors"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"27997"	78	10	"dropout"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"27998"	31	55	"Community"	"White"	"Married"	"Self-emp-inc"	"Male"	"<=50K"
"27999"	39	40	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"28000"	36	45	"dropout"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"28001"	46	50	"Master"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"28002"	30	50	"Community"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	">50K"
"28003"	34	35	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28004"	30	35	"HighGrad"	"Black"	"Separated"	"Federal-gov"	"Male"	"<=50K"
"28005"	47	40	"Bachelors"	"Black"	"Married"	"Private"	"Male"	">50K"
"28006"	40	17	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"28007"	44	70	"HighGrad"	"Black"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28008"	40	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"28009"	20	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28010"	45	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"28011"	55	42	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"28012"	51	40	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28013"	38	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28014"	49	40	"Master"	"White"	"Married"	"Local-gov"	"Male"	">50K"
"28015"	49	40	"Bachelors"	"White"	"Married"	"State-gov"	"Male"	">50K"
"28016"	30	26	"HighGrad"	"White"	"Separated"	"Local-gov"	"Female"	"<=50K"
"28017"	20	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28018"	34	40	"dropout"	"Black"	"Separated"	"Private"	"Male"	"<=50K"
"28019"	42	40	"HighGrad"	"White"	"Widow"	"Local-gov"	"Female"	"<=50K"
"28020"	46	65	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"28021"	43	40	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	">50K"
"28022"	62	38	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28023"	21	70	"Community"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28024"	58	40	"dropout"	"Black"	"Widow"	"Local-gov"	"Male"	"<=50K"
"28025"	30	40	"Bachelors"	"White"	"Married"	"Private"	"Female"	"<=50K"
"28026"	37	70	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"28027"	22	40	"Bachelors"	"White"	"Not_married"	"State-gov"	"Female"	"<=50K"
"28028"	64	38	"dropout"	"White"	"Not_married"	"State-gov"	"Female"	"<=50K"
"28029"	42	50	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"28030"	43	40	"HighGrad"	"White"	"Married"	"State-gov"	"Male"	"<=50K"
"28031"	34	40	"Community"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"28032"	25	6	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28033"	21	40	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28034"	45	40	"HighGrad"	"White"	"Married"	"Federal-gov"	"Male"	">50K"
"28035"	55	55	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	">50K"
"28036"	24	50	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28037"	70	35	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28038"	27	35	"Bachelors"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"28039"	34	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28040"	57	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28041"	37	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28042"	52	50	"dropout"	"White"	"Married"	"Private"	"Male"	">50K"
"28043"	32	48	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28044"	42	40	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28045"	24	40	"Bachelors"	"Black"	"Not_married"	"Private"	"Female"	"<=50K"
"28046"	50	40	"HighGrad"	"Black"	"Married"	"Private"	"Male"	"<=50K"
"28047"	36	50	"Community"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28048"	42	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28049"	40	38	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28050"	39	45	"Bachelors"	"White"	"Not_married"	"Federal-gov"	"Male"	"<=50K"
"28051"	51	60	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"28052"	38	52	"Bachelors"	"Black"	"Married"	"State-gov"	"Male"	"<=50K"
"28053"	18	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28054"	63	3	"dropout"	"White"	"Not_married"	"Self-emp-not-inc"	"Female"	"<=50K"
"28055"	50	40	"Master"	"White"	"Married"	"Private"	"Male"	">50K"
"28056"	82	40	"HighGrad"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28057"	33	45	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"28058"	37	40	"Community"	"Asian-Pac-Islander"	"Married"	"Private"	"Male"	"<=50K"
"28059"	24	40	"HighGrad"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28060"	31	50	"Bachelors"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28061"	59	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"28062"	18	55	"dropout"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28063"	47	40	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28064"	48	50	"dropout"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28065"	27	33	"Bachelors"	"Other"	"Not_married"	"Private"	"Female"	"<=50K"
"28066"	34	40	"dropout"	"Asian-Pac-Islander"	"Not_married"	"Private"	"Male"	"<=50K"
"28067"	57	75	"Community"	"White"	"Married"	"Self-emp-not-inc"	"Male"	"<=50K"
"28068"	60	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28069"	39	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	">50K"
"28070"	18	25	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28071"	26	75	"Community"	"White"	"Married"	"Private"	"Female"	"<=50K"
"28072"	37	40	"Community"	"White"	"Married"	"Private"	"Female"	">50K"
"28073"	20	30	"HighGrad"	"White"	"Not_married"	"Private"	"Female"	"<=50K"
"28074"	29	45	"Master"	"White"	"Not_married"	"Local-gov"	"Male"	"<=50K"
"28075"	30	52	"HighGrad"	"White"	"Separated"	"Private"	"Male"	"<=50K"
"28076"	21	15	"Community"	"White"	"Not_married"	"Private"	"Male"	"<=50K"
"28077"	24	40	"Community"	"White"	"Not_married"	"Local-gov"	"Female"	"<=50K"
"28078"	51	40	"HighGrad"	"White"	"Married"	"Private"	"Male"	"<=50K"
"28079"	31	40	"HighGrad"	"White"	"Separated"	"Private"	"Female"	"<=50K"
"28080"	45	40	"Bachelors"	"White"	"Married"	"Private"	"Male"	">50K"
"28081"	36	40	"Community"	"White"	"Married"	"Local-gov"	"Male"	"<=50K"
